Ee-scaffold615.g1	scaffold615.g1.t1
Ee-scaffold4284.g43	scaffold4284.g43.t1
Ee-scaffold4284.g44	scaffold4284.g44.t1
Ee-scaffold4284.g44	scaffold4284.g44.t2
Ee-scaffold4284.g45	scaffold4284.g45.t1
Ee-scaffold4284.g46	scaffold4284.g46.t1
Ee-scaffold4284.g46	scaffold4284.g46.t2
Ee-scaffold4284.g46	scaffold4284.g46.t3
Ee-scaffold4284.g46	scaffold4284.g46.t4
Ee-scaffold4284.g47	scaffold4284.g47.t1
Ee-scaffold4284.g48	scaffold4284.g48.t1
Ee-scaffold4284.g48	scaffold4284.g48.t2
Ee-scaffold4284.g48	scaffold4284.g48.t3
Ee-scaffold4284.g49	scaffold4284.g49.t1
Ee-scaffold4284.g50	scaffold4284.g50.t1
Ee-scaffold4284.g51	scaffold4284.g51.t1
Ee-scaffold4284.g52	scaffold4284.g52.t1
Ee-scaffold4284.g53	scaffold4284.g53.t1
Ee-scaffold4284.g54	scaffold4284.g54.t1
Ee-scaffold4284.g55	scaffold4284.g55.t1
Ee-scaffold4284.g56	scaffold4284.g56.t1
Ee-scaffold4284.g56	scaffold4284.g56.t2
Ee-scaffold4284.g56	scaffold4284.g56.t3
Ee-scaffold4284.g56	scaffold4284.g56.t4
Ee-scaffold4284.g57	scaffold4284.g57.t1
Ee-scaffold4284.g57	scaffold4284.g57.t2
Ee-scaffold4284.g58	scaffold4284.g58.t1
Ee-scaffold4682.g1	scaffold4682.g1.t1
Ee-scaffold4682.g1	scaffold4682.g1.t2
Ee-scaffold4682.g2	scaffold4682.g2.t1
Ee-scaffold4682.g3	scaffold4682.g3.t1
Ee-scaffold4682.g4	scaffold4682.g4.t1
Ee-scaffold4682.g4	scaffold4682.g4.t2
Ee-scaffold4682.g5	scaffold4682.g5.t1
Ee-scaffold4682.g6	scaffold4682.g6.t1
Ee-scaffold4682.g7	scaffold4682.g7.t1
Ee-scaffold4682.g7	scaffold4682.g7.t2
Ee-scaffold4682.g8	scaffold4682.g8.t1
Ee-scaffold4682.g9	scaffold4682.g9.t1
Ee-scaffold4682.g10	scaffold4682.g10.t1
Ee-scaffold4682.g10	scaffold4682.g10.t2
Ee-scaffold4682.g10	scaffold4682.g10.t3
Ee-scaffold4682.g11	scaffold4682.g11.t1
Ee-scaffold4682.g12	scaffold4682.g12.t1
Ee-scaffold4682.g12	scaffold4682.g12.t2
Ee-scaffold4682.g13	scaffold4682.g13.t1
Ee-scaffold4682.g14	scaffold4682.g14.t1
Ee-scaffold4682.g14	scaffold4682.g14.t2
Ee-scaffold4682.g15	scaffold4682.g15.t1
Ee-scaffold4682.g16	scaffold4682.g16.t1
Ee-scaffold4682.g17	scaffold4682.g17.t1
Ee-scaffold4682.g17	scaffold4682.g17.t2
Ee-scaffold4682.g17	scaffold4682.g17.t3
Ee-scaffold4682.g18	scaffold4682.g18.t1
Ee-scaffold4682.g19	scaffold4682.g19.t1
Ee-scaffold4682.g19	scaffold4682.g19.t2
Ee-scaffold4682.g20	scaffold4682.g20.t1
Ee-scaffold4682.g21	scaffold4682.g21.t1
Ee-scaffold4682.g21	scaffold4682.g21.t2
Ee-scaffold4682.g21	scaffold4682.g21.t3
Ee-scaffold4682.g22	scaffold4682.g22.t1
Ee-scaffold4682.g22	scaffold4682.g22.t2
Ee-scaffold4682.g23	scaffold4682.g23.t1
Ee-scaffold10305.g1	scaffold10305.g1.t1
Ee-scaffold10305.g2	scaffold10305.g2.t1
Ee-scaffold10305.g3	scaffold10305.g3.t1
Ee-scaffold10305.g3	scaffold10305.g3.t2
Ee-scaffold10305.g3	scaffold10305.g3.t3
Ee-scaffold10305.g3	scaffold10305.g3.t4
Ee-scaffold10305.g3	scaffold10305.g3.t5
Ee-scaffold10305.g3	scaffold10305.g3.t6
Ee-scaffold10305.g4	scaffold10305.g4.t1
Ee-scaffold10305.g5	scaffold10305.g5.t1
Ee-scaffold10305.g5	scaffold10305.g5.t2
Ee-scaffold10305.g6	scaffold10305.g6.t1
Ee-scaffold10305.g6	scaffold10305.g6.t2
Ee-scaffold10305.g7	scaffold10305.g7.t1
Ee-scaffold10305.g8	scaffold10305.g8.t1
Ee-scaffold10305.g9	scaffold10305.g9.t1
Ee-scaffold10305.g9	scaffold10305.g9.t2
Ee-scaffold10305.g10	scaffold10305.g10.t1
Ee-scaffold10305.g11	scaffold10305.g11.t1
Ee-scaffold10305.g12	scaffold10305.g12.t1
Ee-scaffold10305.g13	scaffold10305.g13.t1
Ee-scaffold10305.g14	scaffold10305.g14.t1
Ee-scaffold10305.g15	scaffold10305.g15.t1
Ee-scaffold10305.g15	scaffold10305.g15.t2
Ee-scaffold10305.g16	scaffold10305.g16.t1
Ee-scaffold10305.g16	scaffold10305.g16.t2
Ee-scaffold10305.g17	scaffold10305.g17.t1
Ee-scaffold10305.g18	scaffold10305.g18.t1
Ee-scaffold10305.g18	scaffold10305.g18.t2
Ee-scaffold10305.g18	scaffold10305.g18.t3
Ee-scaffold10305.g18	scaffold10305.g18.t4
Ee-scaffold10305.g19	scaffold10305.g19.t1
Ee-scaffold10305.g20	scaffold10305.g20.t1
Ee-scaffold10305.g21	scaffold10305.g21.t1
Ee-scaffold10305.g22	scaffold10305.g22.t1
Ee-scaffold10305.g23	scaffold10305.g23.t1
Ee-scaffold10305.g23	scaffold10305.g23.t2
Ee-scaffold10305.g24	scaffold10305.g24.t1
Ee-scaffold10305.g25	scaffold10305.g25.t1
Ee-scaffold10305.g26	scaffold10305.g26.t1
Ee-scaffold10305.g26	scaffold10305.g26.t2
Ee-scaffold10305.g26	scaffold10305.g26.t3
Ee-scaffold10305.g26	scaffold10305.g26.t4
Ee-scaffold10305.g26	scaffold10305.g26.t5
Ee-scaffold10305.g27	scaffold10305.g27.t1
Ee-scaffold10305.g27	scaffold10305.g27.t2
Ee-scaffold10305.g27	scaffold10305.g27.t3
Ee-scaffold10305.g28	scaffold10305.g28.t1
Ee-scaffold586.g1	scaffold586.g1.t1
Ee-scaffold586.g1	scaffold586.g1.t2
Ee-scaffold586.g2	scaffold586.g2.t1
Ee-scaffold586.g3	scaffold586.g3.t1
Ee-scaffold586.g4	scaffold586.g4.t1
Ee-scaffold586.g4	scaffold586.g4.t2
Ee-scaffold586.g4	scaffold586.g4.t3
Ee-scaffold586.g4	scaffold586.g4.t4
Ee-scaffold586.g4	scaffold586.g4.t5
Ee-scaffold586.g4	scaffold586.g4.t6
Ee-scaffold586.g4	scaffold586.g4.t7
Ee-scaffold586.g5	scaffold586.g5.t1
Ee-scaffold586.g6	scaffold586.g6.t1
Ee-scaffold586.g7	scaffold586.g7.t1
Ee-scaffold586.g8	scaffold586.g8.t1
Ee-scaffold586.g9	scaffold586.g9.t1
Ee-scaffold586.g9	scaffold586.g9.t2
Ee-scaffold586.g10	scaffold586.g10.t1
Ee-scaffold586.g10	scaffold586.g10.t2
Ee-scaffold586.g11	scaffold586.g11.t1
Ee-scaffold586.g11	scaffold586.g11.t2
Ee-scaffold586.g11	scaffold586.g11.t3
Ee-scaffold586.g11	scaffold586.g11.t4
Ee-scaffold586.g12	scaffold586.g12.t1
Ee-scaffold586.g12	scaffold586.g12.t2
Ee-scaffold586.g13	scaffold586.g13.t1
Ee-scaffold586.g13	scaffold586.g13.t2
Ee-scaffold586.g13	scaffold586.g13.t3
Ee-scaffold586.g13	scaffold586.g13.t4
Ee-scaffold586.g14	scaffold586.g14.t1
Ee-scaffold586.g14	scaffold586.g14.t2
Ee-scaffold183.g1	scaffold183.g1.t1
Ee-scaffold183.g2	scaffold183.g2.t1
Ee-scaffold183.g2	scaffold183.g2.t2
Ee-scaffold183.g3	scaffold183.g3.t1
Ee-scaffold183.g4	scaffold183.g4.t1
Ee-scaffold183.g5	scaffold183.g5.t1
Ee-scaffold183.g6	scaffold183.g6.t1
Ee-scaffold183.g6	scaffold183.g6.t2
Ee-scaffold183.g7	scaffold183.g7.t1
Ee-scaffold183.g7	scaffold183.g7.t2
Ee-scaffold183.g7	scaffold183.g7.t3
Ee-scaffold183.g7	scaffold183.g7.t4
Ee-scaffold183.g7	scaffold183.g7.t5
Ee-scaffold183.g7	scaffold183.g7.t6
Ee-scaffold183.g7	scaffold183.g7.t7
Ee-scaffold183.g8	scaffold183.g8.t1
Ee-scaffold183.g9	scaffold183.g9.t1
Ee-scaffold183.g10	scaffold183.g10.t1
Ee-scaffold183.g10	scaffold183.g10.t2
Ee-scaffold183.g10	scaffold183.g10.t3
Ee-scaffold183.g11	scaffold183.g11.t1
Ee-scaffold183.g12	scaffold183.g12.t1
Ee-scaffold183.g13	scaffold183.g13.t1
Ee-scaffold183.g13	scaffold183.g13.t2
Ee-scaffold183.g13	scaffold183.g13.t3
Ee-scaffold183.g14	scaffold183.g14.t1
Ee-scaffold183.g15	scaffold183.g15.t1
Ee-scaffold183.g15	scaffold183.g15.t2
Ee-scaffold183.g15	scaffold183.g15.t3
Ee-scaffold183.g16	scaffold183.g16.t1
Ee-scaffold183.g17	scaffold183.g17.t1
Ee-scaffold183.g18	scaffold183.g18.t1
Ee-scaffold183.g18	scaffold183.g18.t2
Ee-scaffold183.g19	scaffold183.g19.t1
Ee-scaffold183.g19	scaffold183.g19.t2
Ee-scaffold183.g20	scaffold183.g20.t1
Ee-scaffold183.g21	scaffold183.g21.t1
Ee-scaffold183.g22	scaffold183.g22.t1
Ee-scaffold183.g23	scaffold183.g23.t1
Ee-scaffold183.g24	scaffold183.g24.t1
Ee-scaffold183.g24	scaffold183.g24.t2
Ee-scaffold183.g25	scaffold183.g25.t1
Ee-scaffold183.g25	scaffold183.g25.t2
Ee-scaffold183.g25	scaffold183.g25.t3
Ee-scaffold183.g25	scaffold183.g25.t4
Ee-scaffold183.g25	scaffold183.g25.t5
Ee-scaffold183.g25	scaffold183.g25.t6
Ee-scaffold183.g26	scaffold183.g26.t1
Ee-scaffold183.g27	scaffold183.g27.t1
Ee-scaffold183.g28	scaffold183.g28.t1
Ee-scaffold183.g29	scaffold183.g29.t1
Ee-scaffold183.g29	scaffold183.g29.t2
Ee-scaffold183.g30	scaffold183.g30.t1
Ee-scaffold1702.g1	scaffold1702.g1.t1
Ee-scaffold1702.g1	scaffold1702.g1.t2
Ee-scaffold1702.g2	scaffold1702.g2.t1
Ee-scaffold1702.g3	scaffold1702.g3.t1
Ee-scaffold1702.g4	scaffold1702.g4.t1
Ee-scaffold1702.g5	scaffold1702.g5.t1
Ee-scaffold1702.g6	scaffold1702.g6.t1
Ee-scaffold1702.g7	scaffold1702.g7.t1
Ee-scaffold1702.g8	scaffold1702.g8.t1
Ee-scaffold1702.g9	scaffold1702.g9.t1
Ee-scaffold1702.g10	scaffold1702.g10.t1
Ee-scaffold1702.g11	scaffold1702.g11.t1
Ee-scaffold1702.g11	scaffold1702.g11.t2
Ee-scaffold1702.g12	scaffold1702.g12.t1
Ee-scaffold1702.g13	scaffold1702.g13.t1
Ee-scaffold1702.g13	scaffold1702.g13.t2
Ee-scaffold1702.g13	scaffold1702.g13.t3
Ee-scaffold1702.g13	scaffold1702.g13.t4
Ee-scaffold1702.g13	scaffold1702.g13.t5
Ee-scaffold1702.g13	scaffold1702.g13.t6
Ee-scaffold1702.g14	scaffold1702.g14.t1
Ee-scaffold1702.g15	scaffold1702.g15.t1
Ee-scaffold1702.g16	scaffold1702.g16.t1
Ee-scaffold1702.g16	scaffold1702.g16.t2
Ee-scaffold1702.g17	scaffold1702.g17.t1
Ee-scaffold1702.g17	scaffold1702.g17.t2
Ee-scaffold1702.g17	scaffold1702.g17.t3
Ee-scaffold1702.g17	scaffold1702.g17.t4
Ee-scaffold1702.g17	scaffold1702.g17.t5
Ee-scaffold1702.g17	scaffold1702.g17.t6
Ee-scaffold1702.g18	scaffold1702.g18.t1
Ee-scaffold1702.g19	scaffold1702.g19.t1
Ee-scaffold1702.g20	scaffold1702.g20.t1
Ee-scaffold1702.g21	scaffold1702.g21.t1
Ee-scaffold1702.g21	scaffold1702.g21.t2
Ee-scaffold1702.g21	scaffold1702.g21.t3
Ee-scaffold1702.g21	scaffold1702.g21.t4
Ee-scaffold1702.g21	scaffold1702.g21.t5
Ee-scaffold1702.g22	scaffold1702.g22.t1
Ee-scaffold1702.g23	scaffold1702.g23.t1
Ee-scaffold1702.g24	scaffold1702.g24.t1
Ee-scaffold1702.g24	scaffold1702.g24.t2
Ee-scaffold1702.g25	scaffold1702.g25.t1
Ee-scaffold1702.g26	scaffold1702.g26.t1
Ee-scaffold1702.g26	scaffold1702.g26.t2
Ee-scaffold1702.g27	scaffold1702.g27.t1
Ee-scaffold1702.g27	scaffold1702.g27.t2
Ee-scaffold1702.g28	scaffold1702.g28.t1
Ee-scaffold1702.g28	scaffold1702.g28.t2
Ee-scaffold1702.g28	scaffold1702.g28.t3
Ee-scaffold1702.g29	scaffold1702.g29.t1
Ee-scaffold1702.g30	scaffold1702.g30.t1
Ee-scaffold1702.g30	scaffold1702.g30.t2
Ee-scaffold1702.g30	scaffold1702.g30.t3
Ee-scaffold1702.g31	scaffold1702.g31.t1
Ee-scaffold1702.g32	scaffold1702.g32.t1
Ee-scaffold1702.g33	scaffold1702.g33.t1
Ee-scaffold1702.g34	scaffold1702.g34.t1
Ee-scaffold1702.g34	scaffold1702.g34.t2
Ee-scaffold1702.g35	scaffold1702.g35.t1
Ee-scaffold1702.g35	scaffold1702.g35.t2
Ee-scaffold1702.g35	scaffold1702.g35.t3
Ee-scaffold1702.g36	scaffold1702.g36.t1
Ee-scaffold1702.g36	scaffold1702.g36.t2
Ee-scaffold1702.g37	scaffold1702.g37.t1
Ee-scaffold1702.g38	scaffold1702.g38.t1
Ee-scaffold1950.g1	scaffold1950.g1.t1
Ee-scaffold1950.g2	scaffold1950.g2.t1
Ee-scaffold1950.g2	scaffold1950.g2.t2
Ee-scaffold1950.g3	scaffold1950.g3.t1
Ee-scaffold1950.g4	scaffold1950.g4.t1
Ee-scaffold1950.g4	scaffold1950.g4.t2
Ee-scaffold1950.g5	scaffold1950.g5.t1
Ee-scaffold1950.g5	scaffold1950.g5.t2
Ee-scaffold1950.g6	scaffold1950.g6.t1
Ee-scaffold1950.g6	scaffold1950.g6.t2
Ee-scaffold1950.g6	scaffold1950.g6.t3
Ee-scaffold1950.g6	scaffold1950.g6.t4
Ee-scaffold1950.g7	scaffold1950.g7.t1
Ee-scaffold1950.g8	scaffold1950.g8.t1
Ee-scaffold1950.g9	scaffold1950.g9.t1
Ee-scaffold1950.g9	scaffold1950.g9.t2
Ee-scaffold1950.g10	scaffold1950.g10.t1
Ee-scaffold1950.g11	scaffold1950.g11.t1
Ee-scaffold1950.g12	scaffold1950.g12.t1
Ee-scaffold1950.g13	scaffold1950.g13.t1
Ee-scaffold1950.g14	scaffold1950.g14.t1
Ee-scaffold1950.g14	scaffold1950.g14.t2
Ee-scaffold1950.g15	scaffold1950.g15.t1
Ee-scaffold1950.g15	scaffold1950.g15.t2
Ee-scaffold1950.g16	scaffold1950.g16.t1
Ee-scaffold1950.g16	scaffold1950.g16.t2
Ee-scaffold1950.g17	scaffold1950.g17.t1
Ee-scaffold1950.g18	scaffold1950.g18.t1
Ee-scaffold1950.g19	scaffold1950.g19.t1
Ee-scaffold1950.g20	scaffold1950.g20.t1
Ee-scaffold2498.g1	scaffold2498.g1.t1
Ee-scaffold2498.g2	scaffold2498.g2.t1
Ee-scaffold2498.g3	scaffold2498.g3.t1
Ee-scaffold2498.g4	scaffold2498.g4.t1
Ee-scaffold2498.g5	scaffold2498.g5.t1
Ee-scaffold2498.g6	scaffold2498.g6.t1
Ee-scaffold2498.g7	scaffold2498.g7.t1
Ee-scaffold2498.g7	scaffold2498.g7.t2
Ee-scaffold2498.g7	scaffold2498.g7.t3
Ee-scaffold2498.g8	scaffold2498.g8.t1
Ee-scaffold2498.g8	scaffold2498.g8.t2
Ee-scaffold2498.g8	scaffold2498.g8.t3
Ee-scaffold2498.g9	scaffold2498.g9.t1
Ee-scaffold2498.g10	scaffold2498.g10.t1
Ee-scaffold2498.g11	scaffold2498.g11.t1
Ee-scaffold253.g1	scaffold253.g1.t1
Ee-scaffold253.g1	scaffold253.g1.t2
Ee-scaffold253.g2	scaffold253.g2.t1
Ee-scaffold253.g3	scaffold253.g3.t1
Ee-scaffold253.g3	scaffold253.g3.t2
Ee-scaffold253.g4	scaffold253.g4.t1
Ee-scaffold253.g5	scaffold253.g5.t1
Ee-scaffold253.g6	scaffold253.g6.t1
Ee-scaffold253.g6	scaffold253.g6.t2
Ee-scaffold253.g7	scaffold253.g7.t1
Ee-scaffold253.g8	scaffold253.g8.t1
Ee-scaffold253.g9	scaffold253.g9.t1
Ee-scaffold253.g10	scaffold253.g10.t1
Ee-scaffold253.g10	scaffold253.g10.t2
Ee-scaffold253.g10	scaffold253.g10.t3
Ee-scaffold253.g10	scaffold253.g10.t4
Ee-scaffold253.g11	scaffold253.g11.t1
Ee-scaffold253.g12	scaffold253.g12.t1
Ee-scaffold253.g13	scaffold253.g13.t1
Ee-scaffold253.g14	scaffold253.g14.t1
Ee-scaffold253.g15	scaffold253.g15.t1
Ee-scaffold253.g16	scaffold253.g16.t1
Ee-scaffold253.g16	scaffold253.g16.t2
Ee-scaffold253.g17	scaffold253.g17.t1
Ee-scaffold253.g18	scaffold253.g18.t1
Ee-scaffold253.g19	scaffold253.g19.t1
Ee-scaffold253.g20	scaffold253.g20.t1
Ee-scaffold253.g20	scaffold253.g20.t2
Ee-scaffold253.g21	scaffold253.g21.t1
Ee-scaffold253.g22	scaffold253.g22.t1
Ee-scaffold253.g23	scaffold253.g23.t1
Ee-scaffold253.g24	scaffold253.g24.t1
Ee-scaffold253.g24	scaffold253.g24.t2
Ee-scaffold253.g25	scaffold253.g25.t1
Ee-scaffold253.g25	scaffold253.g25.t2
Ee-scaffold253.g26	scaffold253.g26.t1
Ee-scaffold253.g27	scaffold253.g27.t1
Ee-scaffold3853.g1	scaffold3853.g1.t1
Ee-scaffold3853.g2	scaffold3853.g2.t1
Ee-scaffold3853.g3	scaffold3853.g3.t1
Ee-scaffold3853.g4	scaffold3853.g4.t1
Ee-scaffold3853.g4	scaffold3853.g4.t2
Ee-scaffold3853.g5	scaffold3853.g5.t1
Ee-scaffold3853.g6	scaffold3853.g6.t1
Ee-scaffold3853.g7	scaffold3853.g7.t1
Ee-scaffold3853.g8	scaffold3853.g8.t1
Ee-scaffold3853.g8	scaffold3853.g8.t2
Ee-scaffold3853.g9	scaffold3853.g9.t1
Ee-scaffold3853.g10	scaffold3853.g10.t1
Ee-scaffold3853.g11	scaffold3853.g11.t1
Ee-scaffold3853.g11	scaffold3853.g11.t2
Ee-scaffold3853.g11	scaffold3853.g11.t3
Ee-scaffold3853.g12	scaffold3853.g12.t1
Ee-scaffold3853.g12	scaffold3853.g12.t2
Ee-scaffold3853.g12	scaffold3853.g12.t3
Ee-scaffold3853.g12	scaffold3853.g12.t4
Ee-scaffold3853.g13	scaffold3853.g13.t1
Ee-scaffold3853.g14	scaffold3853.g14.t1
Ee-scaffold3853.g15	scaffold3853.g15.t1
Ee-scaffold402.g1	scaffold402.g1.t1
Ee-scaffold402.g2	scaffold402.g2.t1
Ee-scaffold402.g2	scaffold402.g2.t2
Ee-scaffold402.g3	scaffold402.g3.t1
Ee-scaffold402.g4	scaffold402.g4.t1
Ee-scaffold402.g5	scaffold402.g5.t1
Ee-scaffold402.g5	scaffold402.g5.t2
Ee-scaffold402.g5	scaffold402.g5.t3
Ee-scaffold402.g6	scaffold402.g6.t1
Ee-scaffold402.g6	scaffold402.g6.t2
Ee-scaffold402.g6	scaffold402.g6.t3
Ee-scaffold402.g7	scaffold402.g7.t1
Ee-scaffold402.g8	scaffold402.g8.t1
Ee-scaffold402.g9	scaffold402.g9.t1
Ee-scaffold402.g9	scaffold402.g9.t2
Ee-scaffold402.g9	scaffold402.g9.t3
Ee-scaffold402.g10	scaffold402.g10.t1
Ee-scaffold402.g11	scaffold402.g11.t1
Ee-scaffold402.g12	scaffold402.g12.t1
Ee-scaffold402.g13	scaffold402.g13.t1
Ee-scaffold402.g13	scaffold402.g13.t2
Ee-scaffold402.g14	scaffold402.g14.t1
Ee-scaffold402.g15	scaffold402.g15.t1
Ee-scaffold402.g16	scaffold402.g16.t1
Ee-scaffold402.g17	scaffold402.g17.t1
Ee-scaffold402.g18	scaffold402.g18.t1
Ee-scaffold402.g18	scaffold402.g18.t2
Ee-scaffold402.g19	scaffold402.g19.t1
Ee-scaffold402.g20	scaffold402.g20.t1
Ee-scaffold402.g21	scaffold402.g21.t1
Ee-scaffold402.g21	scaffold402.g21.t2
Ee-scaffold402.g21	scaffold402.g21.t3
Ee-scaffold402.g21	scaffold402.g21.t4
Ee-scaffold402.g21	scaffold402.g21.t5
Ee-scaffold402.g22	scaffold402.g22.t1
Ee-scaffold402.g23	scaffold402.g23.t1
Ee-scaffold402.g23	scaffold402.g23.t2
Ee-scaffold402.g24	scaffold402.g24.t1
Ee-scaffold402.g24	scaffold402.g24.t2
Ee-scaffold402.g25	scaffold402.g25.t1
Ee-scaffold402.g25	scaffold402.g25.t2
Ee-scaffold402.g26	scaffold402.g26.t1
Ee-scaffold402.g26	scaffold402.g26.t2
Ee-scaffold402.g27	scaffold402.g27.t1
Ee-scaffold402.g28	scaffold402.g28.t1
Ee-scaffold402.g29	scaffold402.g29.t1
Ee-scaffold402.g30	scaffold402.g30.t1
Ee-scaffold402.g31	scaffold402.g31.t1
Ee-scaffold402.g31	scaffold402.g31.t2
Ee-scaffold402.g31	scaffold402.g31.t3
Ee-scaffold402.g32	scaffold402.g32.t1
Ee-scaffold402.g32	scaffold402.g32.t2
Ee-scaffold402.g33	scaffold402.g33.t1
Ee-scaffold402.g34	scaffold402.g34.t1
Ee-scaffold402.g35	scaffold402.g35.t1
Ee-scaffold402.g36	scaffold402.g36.t1
Ee-scaffold402.g36	scaffold402.g36.t2
Ee-scaffold402.g37	scaffold402.g37.t1
Ee-scaffold402.g37	scaffold402.g37.t2
Ee-scaffold402.g38	scaffold402.g38.t1
Ee-scaffold402.g39	scaffold402.g39.t1
Ee-scaffold402.g40	scaffold402.g40.t1
Ee-scaffold534.g1	scaffold534.g1.t1
Ee-scaffold534.g1	scaffold534.g1.t2
Ee-scaffold534.g2	scaffold534.g2.t1
Ee-scaffold534.g3	scaffold534.g3.t1
Ee-scaffold534.g4	scaffold534.g4.t1
Ee-scaffold534.g5	scaffold534.g5.t1
Ee-scaffold534.g6	scaffold534.g6.t1
Ee-scaffold534.g6	scaffold534.g6.t2
Ee-scaffold534.g7	scaffold534.g7.t1
Ee-scaffold534.g8	scaffold534.g8.t1
Ee-scaffold534.g9	scaffold534.g9.t1
Ee-scaffold534.g10	scaffold534.g10.t1
Ee-scaffold534.g11	scaffold534.g11.t1
Ee-scaffold534.g12	scaffold534.g12.t1
Ee-scaffold534.g12	scaffold534.g12.t2
Ee-scaffold534.g12	scaffold534.g12.t3
Ee-scaffold534.g13	scaffold534.g13.t1
Ee-scaffold534.g14	scaffold534.g14.t1
Ee-scaffold534.g15	scaffold534.g15.t1
Ee-scaffold534.g16	scaffold534.g16.t1
Ee-scaffold534.g17	scaffold534.g17.t1
Ee-scaffold534.g18	scaffold534.g18.t1
Ee-scaffold534.g19	scaffold534.g19.t1
Ee-scaffold534.g19	scaffold534.g19.t2
Ee-scaffold534.g20	scaffold534.g20.t1
Ee-scaffold534.g21	scaffold534.g21.t1
Ee-scaffold534.g22	scaffold534.g22.t1
Ee-scaffold534.g23	scaffold534.g23.t1
Ee-scaffold534.g24	scaffold534.g24.t1
Ee-scaffold534.g25	scaffold534.g25.t1
Ee-scaffold534.g26	scaffold534.g26.t1
Ee-scaffold534.g27	scaffold534.g27.t1
Ee-scaffold7429.g1	scaffold7429.g1.t1
Ee-scaffold7429.g1	scaffold7429.g1.t2
Ee-scaffold7429.g2	scaffold7429.g2.t1
Ee-scaffold7429.g2	scaffold7429.g2.t2
Ee-scaffold7429.g3	scaffold7429.g3.t1
Ee-scaffold7429.g3	scaffold7429.g3.t2
Ee-scaffold7429.g4	scaffold7429.g4.t1
Ee-scaffold7429.g5	scaffold7429.g5.t1
Ee-scaffold7429.g6	scaffold7429.g6.t1
Ee-scaffold7429.g7	scaffold7429.g7.t1
Ee-scaffold7429.g8	scaffold7429.g8.t1
Ee-scaffold7429.g9	scaffold7429.g9.t1
Ee-scaffold7429.g9	scaffold7429.g9.t2
Ee-scaffold7429.g10	scaffold7429.g10.t1
Ee-scaffold7429.g11	scaffold7429.g11.t1
Ee-scaffold7429.g12	scaffold7429.g12.t1
Ee-scaffold7429.g13	scaffold7429.g13.t1
Ee-scaffold7429.g14	scaffold7429.g14.t1
Ee-scaffold7429.g14	scaffold7429.g14.t2
Ee-scaffold7429.g14	scaffold7429.g14.t3
Ee-scaffold7429.g14	scaffold7429.g14.t4
Ee-scaffold7429.g15	scaffold7429.g15.t1
Ee-scaffold7429.g16	scaffold7429.g16.t1
Ee-scaffold7429.g17	scaffold7429.g17.t1
Ee-scaffold7429.g18	scaffold7429.g18.t1
Ee-scaffold7429.g19	scaffold7429.g19.t1
Ee-scaffold7429.g20	scaffold7429.g20.t1
Ee-scaffold10673.g1	scaffold10673.g1.t1
Ee-scaffold10673.g2	scaffold10673.g2.t1
Ee-scaffold10673.g3	scaffold10673.g3.t1
Ee-scaffold10673.g4	scaffold10673.g4.t1
Ee-scaffold10673.g5	scaffold10673.g5.t1
Ee-scaffold10673.g5	scaffold10673.g5.t2
Ee-scaffold10673.g5	scaffold10673.g5.t3
Ee-scaffold10673.g5	scaffold10673.g5.t4
Ee-scaffold10673.g6	scaffold10673.g6.t1
Ee-scaffold10673.g7	scaffold10673.g7.t1
Ee-scaffold10673.g8	scaffold10673.g8.t1
Ee-scaffold10673.g9	scaffold10673.g9.t1
Ee-scaffold10673.g10	scaffold10673.g10.t1
Ee-scaffold10673.g11	scaffold10673.g11.t1
Ee-scaffold10673.g11	scaffold10673.g11.t2
Ee-scaffold10673.g12	scaffold10673.g12.t1
Ee-scaffold10673.g13	scaffold10673.g13.t1
Ee-scaffold10673.g14	scaffold10673.g14.t1
Ee-scaffold10673.g14	scaffold10673.g14.t2
Ee-scaffold10673.g15	scaffold10673.g15.t1
Ee-scaffold10673.g15	scaffold10673.g15.t2
Ee-scaffold10673.g16	scaffold10673.g16.t1
Ee-scaffold10673.g17	scaffold10673.g17.t1
Ee-scaffold10673.g17	scaffold10673.g17.t2
Ee-scaffold10673.g18	scaffold10673.g18.t1
Ee-scaffold10673.g19	scaffold10673.g19.t1
Ee-scaffold10673.g20	scaffold10673.g20.t1
Ee-scaffold10673.g20	scaffold10673.g20.t2
Ee-scaffold10673.g21	scaffold10673.g21.t1
Ee-scaffold10673.g22	scaffold10673.g22.t1
Ee-scaffold10673.g22	scaffold10673.g22.t2
Ee-scaffold10673.g23	scaffold10673.g23.t1
Ee-scaffold10673.g24	scaffold10673.g24.t1
Ee-scaffold10673.g25	scaffold10673.g25.t1
Ee-scaffold469.g1	scaffold469.g1.t1
Ee-scaffold469.g2	scaffold469.g2.t1
Ee-scaffold469.g3	scaffold469.g3.t1
Ee-scaffold469.g4	scaffold469.g4.t1
Ee-scaffold469.g4	scaffold469.g4.t2
Ee-scaffold469.g5	scaffold469.g5.t1
Ee-scaffold469.g5	scaffold469.g5.t2
Ee-scaffold469.g6	scaffold469.g6.t1
Ee-scaffold469.g7	scaffold469.g7.t1
Ee-scaffold469.g8	scaffold469.g8.t1
Ee-scaffold469.g8	scaffold469.g8.t2
Ee-scaffold469.g9	scaffold469.g9.t1
Ee-scaffold469.g9	scaffold469.g9.t2
Ee-scaffold469.g10	scaffold469.g10.t1
Ee-scaffold469.g10	scaffold469.g10.t2
